Expt,Type,id,Range,Row,Rep,Millday,Millord,myield,lord,lrow
Rosw00,DH,96-8-417,8,10,2,36,9,78.78,2.5,-5.975877193
Rosw00,DH,96-8-002,12,12,2,36,10,75.64,3.5,-3.975877193
Rosw00,DH,96-8-063,11,20,2,36,11,78.61,4.5,4.024122807
Rosw00,DH,96-8-481,12,1,2,36,12,79.78,5.5,-14.97587719
Rosw00,DH,92-75-108,12,3,2,37,1,79.7,-5.5,-12.97587719
Rosw00,DH,96-8-154,9,23,2,37,2,80.18,-4.5,7.024122807
Rosw00,DH,96-8-011,8,29,2,37,3,78.41,-3.5,13.02412281
Rosw00,DH,96-8-486,10,19,2,37,4,79.57,-2.5,3.024122807
Rosw00,DH,92-75-100,9,2,2,37,5,81.65,-1.5,-13.97587719
Rosw00,DH,92-75-026,8,17,2,37,6,77.23,-0.5,1.024122807
Rosw00,DH,92-75-075,8,20,2,37,7,80.14,0.5,4.024122807
Rosw00,DH,96-8-345,11,13,2,37,8,75.82,1.5,-2.975877193
Rosw00,DH,96-8-251,7,2,2,37,9,78.71,2.5,-13.97587719
Rosw00,Frame,Frame,9,18,2,37,10,79.13,3.5,2.024122807
Rosw00,DH,96-8-473,12,25,2,37,11,77.31,4.5,9.024122807
Rosw00,DH,96-8-497,7,3,2,37,12,76.74,5.5,-12.97587719
Rosw00,DH,96-8-244,7,4,2,38,1,77.09,-5.5,-11.97587719
Rosw00,DH,92-75-003,10,2,2,38,2,78.92,-4.5,-13.97587719
Rosw00,DH,96-8-307,10,18,2,38,3,78.95,-3.5,2.024122807
Rosw00,DH,96-8-211,8,27,2,38,4,73.17,-2.5,11.02412281
Rosw00,DH,96-8-491,11,17,2,38,5,78.33,-1.5,1.024122807
Rosw00,DH,92-75-022,7,5,2,38,6,78.16,-0.5,-10.97587719
Rosw00,DH,96-8-457,9,1,2,38,7,77.52,0.5,-14.97587719
Rosw00,DH,96-8-427,8,19,2,38,8,77.6,1.5,3.024122807
Rosw00,DH,96-8-249,8,16,2,38,9,81.71,2.5,0.024122807
Rosw00,DH,92-75-005,12,13,2,38,10,78.02,3.5,-2.975877193
Rosw00,DH,96-8-497,7,3,2,38,11,76.95,4.5,-12.97587719
Rosw00,DH,96-8-009,7,12,2,38,12,76.88,5.5,-3.975877193
